name,team,battingStyle,bowlingStyle,playingRole,description,InningsBatted,Runs,BallsFaced,Fours,Sixes,Dismissals,BattingPosAvg,InningsBowled,OversBowled,ballsBowled,RunsConceded,Wickets,DotBalls,BattingAverage,StrikeRate,BoundaryPercent,AvgBallsFaced,BowlingAverage,Economy,BowlingStrikeRate,DotBallPercent
Sam Curran,England,Left hand Bat,Left arm Medium fast,Allrounder,"Sam Curran, younger brother of Tom Curran, his fellow Surrey all-rounder, and son of the former Zimbabwe cricketer Kevin Curran, fulfilled his destiny at the age of 19 years and 363 days, when he made his Test debut against Pakistan at Headingley in June 2018. One Test later, he scooped his maiden Man-of-the-Match award, after four first-innings wickets and a thrilling counter-attacking half-century had given England the edge in a gripping Edgbaston Test against India. His success merely heightened the debate as to whether batting or bowling will ultimately become his strongest suit. ",2.0,12.0,14.0,0.0,1.0,1.0,7.0,6.0,22.4,136.0,148.0,13.0,66.0,12.0,85.71428571428571,50.0,7.0,11.384615384615385,6.607142857142858,10.461538461538462,48.529411764705884
Scott Edwards,Netherlands,Right hand Bat,,Wicketkeeper Batter,,8.0,91.0,104.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.166666666666666,87.5,35.16483516483517,13.0,0.0,0.0,0.0,0.0
Sean Williams,Zimbabwe,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,"Sean Williams is a bold, dynamic left-hand batsman, and one of the most striking features about his batting is his proficiency at the reverse-sweep. That shot has occupied a proud position in the repertoire of some of Zimbabwe's finest batsmen: legend has it that Dave Houghton brought up both his hundred and his double with reverse-sweeps in the course of his 266 against Sri Lanka, and Andy Flower used the stroke in an almost profligate manner in many of his memorable innings. Williams is as adept at the stroke as either of these two elder statesmen of Zimbabwean cricket, which he proved during the course of his maiden Test century against New Zealand in Bulawayo in July 2016. Equally astounding was his resolve to overcome sickness and high fever to battle on for over three hours during the course of that knock, in a game in which Zimbabwe were floundering.",8.0,155.0,137.0,14.0,2.0,8.0,3.875,7.0,18.0,108.0,111.0,5.0,33.0,19.375,113.13868613138686,43.87096774193549,17.125,22.2,6.166666666666667,21.6,30.555555555555557
Shadab Khan,Pakistan,Right hand Bat,Legbreak,Allrounder,"A prodigious turner of the ball, teenage legspinner Shadab Khan burst onto cricket's collective consciousness only during the 2016/17 PSL season. His ability to take wickets while maintaining an excellent economy rate saw him talked up as that most frequent of phenomena: an exciting Pakistani prospect. Shadab is not afraid of bowling the wrong'un either; his only criticism might be that he bowls it a bit too often, but that hasn't helped batsmen pick it up any better, either out of the hand or off the pitch. He's also a useful lower-order right-handed batsman, something that has occasionally been witnessed during his domestic career.",6.0,98.0,58.0,7.0,5.0,4.0,6.0,7.0,26.0,156.0,165.0,11.0,59.0,24.5,168.9655172413793,59.183673469387756,9.666666666666666,15.0,6.346153846153846,14.181818181818182,37.82051282051282
Shaheen Shah Afridi,Pakistan,Left hand Bat,Left arm Fast,Bowler,"A baby face perched on a two-metre body, Shaheen Afridi's story is trademark Pakistani. An 18-year old already comfortable in the green shirt of the national side, he's been on the radar of the national selectors for almost three years. In a more intimate circle, he was destined for great achievements well before his teenage years, with an international cricketer for an elder brother.",3.0,22.0,12.0,2.0,1.0,2.0,9.0,7.0,25.1,151.0,155.0,11.0,70.0,11.0,183.33333333333331,63.63636363636363,4.0,14.090909090909092,6.175298804780876,13.727272727272727,46.35761589403973
Shakib Al Hasan,Bangladesh,Left hand Bat,Slow Left arm Orthodox,Allrounder,"When the annals of Bangladesh cricket are sifted by future generations, Shakib Al Hasan will emerge and re-emerge as the greatest cricketer of its first two decades. As a bowler, Shakib is accurate, consistent and canny; aggression and a wide range of strokes are the keys to his batting. Even more importantly, he has self-belief and an excellent temperament, unflustered by the big occasion and ready to do battle against the top teams.",5.0,44.0,46.0,3.0,0.0,5.0,3.8,5.0,19.0,114.0,167.0,6.0,27.0,8.8,95.65217391304348,27.27272727272727,9.2,27.833333333333332,8.789473684210526,19.0,23.684210526315788
Shamarh Brooks,West Indies,Right hand Bat,Legbreak,Top order Batter,"In full flow, Shamarh Brooks is all elegance. He drives mercilessly through the off side and often finishes his flicks standing on one leg. But it took four innings in Tests before these skills were visible.",2.0,4.0,12.0,0.0,0.0,2.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.33333333333333,0.0,6.0,0.0,0.0,0.0,0.0
Shan Masood,Pakistan,Left hand Bat,Right arm Medium fast,Opening Batter,"A solid and technically sound left-hand opener, Shan Masood made it to the international side after impressing consistently at junior-level cricket. With Pakistan struggling to put together a solid opening combination, Masood was the option they turned to in the Test series against South Africa in the UAE.",7.0,175.0,148.0,12.0,1.0,4.0,3.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,43.75,118.24324324324324,30.857142857142854,21.142857142857142,0.0,0.0,0.0,0.0
Shariz Ahmad,Netherlands,Left hand Bat,Legbreak Googly,Bowler,,2.0,25.0,19.0,3.0,0.0,1.0,9.0,2.0,4.0,24.0,32.0,1.0,7.0,25.0,131.57894736842107,48.0,9.5,32.0,8.0,24.0,29.166666666666668
Shoriful Islam,Bangladesh,Left hand Bat,Left arm Medium fast,Bowler,"At 6ft three inches, Shoriful Islam became a left-arm pace sensation almost overnight, when he starred in Bangladesh's 2020 Under-19 World Cup triumph. He took nine wickets, but it was his aggression and pace in the knockout games against South Africa, New Zealand and (in the final against) India that stood out.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,24.0,57.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,29.166666666666668
Sikandar Raza,Zimbabwe,Right hand Bat,Right arm Offbreak,Batting Allrounder,"Sikandar Raza's story isn't that of your everyday international cricketer. He is not a teenage prodigy, nor is he someone who had a burning ambition to play for his country. He journeyed through from his adolescence to adulthood and stumbled upon the sport he sometimes played as a child, only to discover he is quite good at it.",8.0,219.0,148.0,16.0,11.0,8.0,4.875,8.0,24.0,144.0,156.0,10.0,46.0,27.375,147.97297297297297,59.3607305936073,18.5,15.6,6.5,14.4,31.944444444444443
Simi Singh,Ireland,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder,,2.0,7.0,9.0,1.0,0.0,1.0,9.0,4.0,9.0,54.0,78.0,3.0,14.0,7.0,77.77777777777779,57.14285714285714,4.5,26.0,8.666666666666666,18.0,25.925925925925924
Soumya Sarkar,Bangladesh,Left hand Bat,Right arm Medium fast,Middle order Batter,"A rarity among Bangladesh allrounders, top-order batter Soumya Sarkar bowls medium pace rather than spin, and occasionally even takes the new ball. ",4.0,49.0,39.0,3.0,3.0,4.0,2.25,1.0,3.0,18.0,29.0,1.0,5.0,12.25,125.64102564102564,61.224489795918366,9.75,29.0,9.666666666666666,18.0,27.77777777777778
Stephan Baard,Namibia,Right hand Bat,Right arm Medium fast,Batter,,3.0,49.0,52.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.333333333333332,94.23076923076923,24.489795918367346,17.333333333333332,0.0,0.0,0.0,0.0
Stephan Myburgh,Netherlands,Left hand Bat,Right arm Offbreak,Opening Batter,,3.0,51.0,48.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,106.25,74.50980392156863,16.0,0.0,0.0,0.0,0.0
Steven Smith,Australia,Right hand Bat,Legbreak Googly,Middle order Batter,"In a career of twists and turns, Steven Smith started out as a legspinner and become Australia's best batter since Sir Donald Bradman, either side of having his career derailed by a ball-tampering scandal that saw him stripped of the captaincy and banned for 12 months.",1.0,4.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,100.0,4.0,0.0,0.0,0.0,0.0
Suryakumar Yadav,India,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter,"Hard-hitting 360-degree batter Suryakumar Yadav has all the shots, including a few not in any textbook save the one written by AB de Villiers. he also has a yen for making batting look easy, as he showed during four golden years with Mumbai Indians starting in 2018, during which they won the IPL title twice, thanks in no small part to his 1700-plus runs at a strike rate of around 140.",6.0,239.0,126.0,26.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,59.75,189.68253968253967,66.10878661087865,21.0,0.0,0.0,0.0,0.0
Tabraiz Shamsi,South Africa,Right hand Bat,Left arm Wrist spin,Bowler,"A left-arm wristspin bowler with ample variations and a good googly, Tabraiz Shamsi emerged as South Africa were starting to warm to the wave of spinners being produced at domestic levels, although it took a while for him to come through. ",1.0,1.0,1.0,0.0,0.0,0.0,11.0,2.0,8.0,48.0,56.0,4.0,20.0,0.0,100.0,0.0,1.0,14.0,7.0,12.0,41.66666666666667
Taskin Ahmed,Bangladesh,Left hand Bat,Right arm Fast,Bowler,"Even before he was anywhere near making his international debut, Taskin Ahmed became an internet sensation. A video of his spell against England Under-19s in 2012 found its way to Youtube, and the sight of a Bangladeshi fast bowler ripping it past batsman and hitting the wicketkeeper's gloves quite hard and high made people curious.",4.0,23.0,30.0,2.0,1.0,3.0,8.5,5.0,18.0,108.0,131.0,8.0,64.0,7.666666666666667,76.66666666666667,60.86956521739131,7.5,16.375,7.277777777777778,13.5,59.25925925925925
Temba Bavuma,South Africa,Right hand Bat,Right arm Medium,Middle order Batter,"From the same street in Langa, a township outside Cape Town, where Thami Tsolekile and Malusi Siboto were raised, came Temba Bavuma. Unlike the wicketkeeper-batsman and medium-pacer, Bavuma is a specialist batsman and the first black African batsman picked in South Africa's Test squad. ",5.0,70.0,62.0,6.0,2.0,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,17.5,112.90322580645163,51.42857142857142,12.4,0.0,0.0,0.0,0.0
Tendai Chatara,Zimbabwe,Right hand Bat,Right arm Fast medium,Bowler,"The first thing one notices when watching Tendai Chatara bowl is his curiously lopsided action, his left arm almost glued to his side as he rushes through the crease. But at the other end of that action there have been wickets - and lots of them. A tall, wiry fast bowler with appreciable pace and the ability to move the ball away from the right hander, Chatara has risen quickly to prominence since his first-class debut for Mountaineers in 2009. Naturally athletic, he had represented his home province of Manicaland in 200 and 400 metre events while in high school and soon found his calling in cricket.",3.0,13.0,19.0,1.0,0.0,2.0,10.0,7.0,23.0,138.0,155.0,4.0,58.0,6.5,68.42105263157895,30.76923076923077,6.333333333333333,38.75,6.739130434782608,34.5,42.028985507246375
Tim David,Australia,Right hand Bat,Right arm Offbreak,Middle order Batter,"Mumbai Indians' decision to sign Tim David for INR 8.25 crore (AUD 1.5 million) at the 2022 IPL auction confirmed two things. Firstly, that the game's formats had diverged so much that a man without a state contract or even a first-class appearance to his name could be worth such a sum; and secondly, that David had become one of the world's most sought-after T20 finishers over the previous 12 months.",2.0,26.0,18.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,144.44444444444443,53.84615384615385,9.0,0.0,0.0,0.0,0.0
Tim Pringle,Netherlands,Right hand Bat,Slow Left arm Orthodox,Allrounder,,6.0,51.0,58.0,1.0,1.0,5.0,7.333333333333333,6.0,17.0,102.0,102.0,3.0,38.0,10.2,87.93103448275862,19.607843137254903,9.666666666666666,34.0,6.0,34.0,37.254901960784316
Tim Southee,New Zealand,Right hand Bat,Right arm Medium fast,Bowler,"Tim Southee, a right-arm swing bowler, burst upon the international scene in great style. He was still only 19, with only one T20I cap behind him, and fresh from a Player-of-the-Tournament performance at the 2008 Under-19 World Cup when he was handed a Test debut against England in Napier. Southee responded with 5 for 55 before smashing 77 off 40 balls in the second innings with nine sixes.",2.0,5.0,3.0,1.0,0.0,0.0,8.5,5.0,17.2,104.0,114.0,7.0,52.0,0.0,166.66666666666669,80.0,1.5,16.285714285714285,6.627906976744186,14.857142857142858,50.0
Timm Van Der Gugten,Netherlands,Right hand Bat,Right arm Fast medium,Bowler,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats. ",1.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,6.0,36.0,60.0,1.0,7.0,0.0,0.0,0.0,1.0,60.0,10.0,36.0,19.444444444444446
Tom Cooper,Netherlands,Right hand Bat,Right arm Offbreak,Middle order Batter,"An aggressive batsman who was born in Wollongong, in New South Wales - the
same coastal city which produced Brett Lee - Tom Cooper now plays his club
cricket for University in Adelaide. An Australian Under-19 representative - he made 104 against South Africa in the 2005-06 Youth World Cup - Cooper broke into the senior South Australian side in November 2008.",8.0,107.0,103.0,7.0,3.0,8.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,13.375,103.88349514563106,42.99065420560748,12.875,0.0,0.0,0.0,0.0
Tony Munyonga,Zimbabwe,Right hand Bat,Right arm Offbreak,Allrounder,,2.0,7.0,10.0,1.0,0.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,70.0,57.14285714285714,5.0,0.0,0.0,0.0,0.0
Trent Boult,New Zealand,Right hand Bat,Left arm Fast medium,Bowler,"Rated as one half of the best new-ball pair in New Zealand history by Sir Richard Hadlee, Trent Boult is a left-arm quick who presents a significant threat to batsmen around the world with an ability to move the ball both ways even in unresponsive conditions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,120.0,148.0,8.0,56.0,0.0,0.0,0.0,0.0,18.5,7.4,15.0,46.666666666666664
Tristan Stubbs,South Africa,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,,3.0,31.0,31.0,2.0,1.0,3.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,100.0,45.16129032258064,10.333333333333334,0.0,0.0,0.0,0.0
Usman Ghani,Afghanistan,Right hand Bat,,Opening Batter,"One of the most exciting new talents to emerge from Afghanistan's cricket programmes in recent years, intrepid opening batsman Usman Ghani was good enough to play one-day international cricket for Afghanistan well before his 18th birthday. Ghani was also good enough to race to a century in his fourth ODI, against Zimbabwe, still aged 17. He started 2014 as part of the Afghanistan Under-19 team that defeated Australia and Sri Lanka in the Under-19 World Cup, and ended it as a member of the squad for Afghanistan's first full World Cup campaign. He warmed up for the tournament with a match-winning hundred against an Auckland team that included Kyle Mills and Mitchell McClenaghan.Liam Brickhill",3.0,59.0,64.0,5.0,1.0,3.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,19.666666666666668,92.1875,44.06779661016949,21.333333333333332,0.0,0.0,0.0,0.0
Vikramjit Singh,Netherlands,Left hand Bat,Right arm Medium fast,Opening Batter,,5.0,57.0,62.0,5.0,2.0,5.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,11.4,91.93548387096774,56.14035087719298,12.4,0.0,0.0,0.0,0.0
Virat Kohli,India,Right hand Bat,Right arm Medium,Top order Batter,"India has given to the world many a great cricketer but perhaps none as ambitious as Virat Kohli. To meet his ambition, Kohli employed the technical assiduousness of Sachin Tendulkar and fitness that was in the league of top athletes in the world, not just cricketers. As a result, Kohli became the most consistent all-format accumulator of his time, making jaw-dropping chases look easy, and finding, in his own words, the safest possible way to score runs. Plenty of them.",6.0,296.0,217.0,25.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,98.66666666666667,136.40552995391707,50.0,36.166666666666664,0.0,0.0,0.0,0.0
Vriitya Aravind,U.A.E.,Right hand Bat,,Wicketkeeper,,3.0,48.0,71.0,3.0,0.0,3.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,16.0,67.6056338028169,25.0,23.666666666666668,0.0,0.0,0.0,0.0
Wanindu Hasaranga De Silva,Sri Lanka,Right hand Bat,Legbreak,Allrounder,"A bruising lower-middle order batsman, and an aggressive legbreak bowler, Wanidu Hasaranga graduated from a strong Richmond College outfit, had a fine run in Sri Lanka's 2015 and 2016 Under-19 teams, and has made a promising start to his domestic cricket career.",6.0,25.0,34.0,2.0,0.0,5.0,7.166666666666667,8.0,31.0,186.0,199.0,15.0,74.0,5.0,73.52941176470588,32.0,5.666666666666667,13.266666666666667,6.419354838709677,12.4,39.784946236559136
Wayne Parnell,South Africa,Left hand Bat,Left arm Medium fast,Bowler,"An aggressive left-handed seamer, who bowls with as much venom as he bats, Wayne Parnell was earmarked for success early and spent the next few years trying to get there. Inconsistency and injury were his nemeses, however, and that led to him abandoning international cricket with South Africa and signing a three-year deal with Worcestershire as a Kolpak after the 2018 English season.",4.0,5.0,13.0,0.0,0.0,2.0,7.0,5.0,16.0,96.0,102.0,5.0,48.0,2.5,38.46153846153847,0.0,3.25,20.4,6.375,19.2,50.0
Wellington Masakadza,Zimbabwe,Left hand Bat,Slow Left arm Orthodox,Bowler,,1.0,1.0,7.0,0.0,0.0,1.0,8.0,1.0,2.0,12.0,12.0,0.0,5.0,1.0,14.285714285714285,0.0,7.0,0.0,6.0,0.0,41.66666666666667
Wessly Madhevere,Zimbabwe,Right hand Bat,Right arm Offbreak,Allrounder,,8.0,106.0,83.0,15.0,2.0,7.0,2.0,2.0,3.0,18.0,25.0,0.0,1.0,15.142857142857142,127.71084337349396,67.9245283018868,10.375,0.0,8.333333333333334,0.0,5.555555555555555
Yasir Ali,Bangladesh,Right hand Bat,Right arm Offbreak,Middle order Batter,,3.0,5.0,9.0,0.0,0.0,2.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.5,55.55555555555556,0.0,3.0,0.0,0.0,0.0,0.0
Zahoor Khan,U.A.E.,Right hand Bat,Right arm Medium fast,Bowler,,1.0,1.0,1.0,0.0,0.0,0.0,11.0,3.0,12.0,72.0,57.0,5.0,39.0,0.0,100.0,0.0,1.0,11.4,4.75,14.4,54.166666666666664
Zane Green,Namibia,Left hand Bat,,Wicketkeeper Batter,,1.0,2.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666666,0.0,3.0,0.0,0.0,0.0,0.0
Zawar Farid,U.A.E.,Right hand Bat,Right arm Medium,Bowler,,1.0,2.0,4.0,0.0,0.0,1.0,5.0,1.0,2.5,17.0,24.0,0.0,2.0,2.0,50.0,0.0,4.0,0.0,9.6,0.0,11.76470588235294
